Linking,Asset Tag,Asset Description,Asset Type,Condition,Asset Type Description,Site,Location,Transact As Whole,Department Code,Checked Out,Serial No,Hyperlink,Manufacturer,Model,Check Out Length,Check Out Lead Time,Depreciation Class,Category,Vendor Number,Purchase Date,Purchase Cost,Salvage Value,Depreciation Begin Date,Last Depreciation Date,Total Depreciation,Current Depreciation,Book Value,Depreciate Asset,Purchase Order,Begin,End,Provider,Last Audit Date,Due Date,Customer No.,Customer Name,Employee No.,Employee Name
  Not Linked,14449,Field Production Barn Door 3 (A),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14452,Extension Cable (1 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14453,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14454,Field Production Light 2 (B),Lights,Fine,"Black Bag, Case lighst, Fresnel, Day-lights, Field-Pro lights",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14455,Field Production Light 3 (B),Lights,Good,"Black Bag, Case lighst, Fresnel, Day-lights, Field-Pro lights",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14456,Field Production Light 1 (B),Lights,Good,"Black Bag, Case lighst, Fresnel, Day-lights, Field-Pro lights",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14457,Field Production Light 2 (C),Lights,Bad,"Black Bag, Case lighst, Fresnel, Day-lights, Field-Pro lights",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14458,Field Production Light 1 (C),Lights,Good,"Black Bag, Case lighst, Fresnel, Day-lights, Field-Pro lights",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14459,Field Production Light 3 (C),Lights,Good,"Black Bag, Case lighst, Fresnel, Day-lights, Field-Pro lights",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14460,Field Production Barn Door 2 (B),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14461,Feild Production Barn Door 1 (B),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14462,Field Production Barn Door 3 (B),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14463,Field Production Barn Door 2 (C),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14464,Feild Production Barn Door 1 (C),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14465,Field Production Barn Door 3 (C),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14466,Extension Cable (4 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14467,Extension Cable (4 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14468,Senior Manfrotto Tripod (B),Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,8735,Colin Keeler,,
  Not Linked,14470,Power Strip (5 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14471,Extension Cable (4 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14472,Key E: Instructional Design/Seminar (TDMP 466 & 464/IRC 156),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14475,Power Strip (5 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14476,Sony Z7U Battery Charger,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14477,T5i Monopod (E),Monopod,Good,,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14478,T3i Tripod (C),Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14479,Extension Cable (4 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,1298,Keneth Riegert,,
  Not Linked,14480,Sony Z7U Battery Charger,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14481,Sony Battery Brick,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14482,Sony Battery Brick,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,1298,Keneth Riegert,,
  Not Linked,14483,Sony AC Adaptor/Charger,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14484,Sony Z7U Battery Charger,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14485,Sony AC Adaptor/Charger,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14486,Documentary Manfrotto Tripod (A),Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14487,Documentary Manfrotto Tripod (C),Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14488,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14489,Sony AC Adaptor/Charger,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14490,Documentary Manfrotto Tripod (B),Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14491,16 GB Sandisk Compact Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14493,Sony FS100 Viewfinder,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14494,16GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14495,Senior Tripod,Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14498,16GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14499,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14501,Sony FS100 Viewfinder,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14502,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14503,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14504,Power Strip (5 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14505,Sony FS100 Viewfinder,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14506,16GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14507,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14508,Extension Cable (3 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14509,Documentary Sony FS100 (A),Camera,Fine,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14510,2GB RiData SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14512,Extension Cable (4 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14513,Documentary Sony FS100 (B),Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14514,16GB Transcend SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14516,Power Strip (5 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14517,Documentary Sony FS100 (C),Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14519,32GB Transcend SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14521,16GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14522,16GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14524,16GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14525,16GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,14525,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14526,16GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14527,16GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14528,16GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14530,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14531,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14534,16 GB SD card,Memory,Excellent,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14535,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14541,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14544,32GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14545,32GB Transcend SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14546,4GB Transcend SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14547,16 GB Sandisk Compact Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14551,Light Stand (B),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14552,32GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14564,32GB Transcend SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14565,16 GB Sandisk Compact Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14566,16 GB Sandisk Compact Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14567,Senior B Charger,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,8735,Colin Keeler,,
  Not Linked,14569,4GB Transcend SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14570,16 GB Sandisk Compact Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14571,4GB Transcend SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14572,Sony Z7U Memory Recording Unit,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14573,Sony Z7U Explorer Case (A),Container,Good,"Bags, cases, crates, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14574,Sony Z7U Explorer Case (B),Container,Good,"Bags, cases, crates, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14575,Senior C Neutral Density Filter,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14576,Sony Z7U Explorer Case (B),Container,Good,"Bags, cases, crates, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14578,Senior B Battery,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14579,Sony Z7U Memory Recording Unit,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14580,Light Stand (A),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14581,Senior B Neutral Density Filter,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,8735,Colin Keeler,,
  Not Linked,14583,Sony Z7U Memory Recording Unit,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14596,Glidecam Stand,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14598,Sony Z7U Studio Camera (C),Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14600,Sony EXM-XM1 Shotgun Microphone,Microphone,Fine,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
